job_title,job_date,comp_name,comp_type,comp_size,eco_activity,qualif,region,city,salary,contract,positions,job_post_id,exper,gender
مدير تسويق,21/05/1444,مؤسسة ديوان الدانه التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة لألواح الزجاج,"['Skill data', 'فن التعامل ', 'متوسط', 'Language data', 'انجليزي', 'محترف', 'Professional certificate \\ License data', 'شهادة تسويق ', 'مفيد']",المنطقة الشرقية,DAMMAM,4800,دوام كامل,1,20202026343509,4,both
محامي,21/05/1444,مكتب عقاب مسفر الحربي للمحاماه,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,"['Language data', 'الإنقليزية', 'متوسط']",الرياض,RIYADH,4000,دوام كامل,2,20202026343410,0,both
عامل كاونتر مأكولات ومشروبات,21/05/1444,مقهى رافال الجنوب لتقديم المشروبات,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),"['Skill data', 'حسن التعامل وحسن الاتقان بالعمل والنظافه العامه ', 'متوسط']",عسير,KHAMIS MU,4000,دوام كامل,1,20202026343217,0,F
موظف استقبال,21/05/1444,مقهى رافال الجنوب لتقديم المشروبات,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),"['Skill data', 'حسن التعامل والتخاطب مع العملاء ', 'متوسط']",عسير,KHAMIS MU,4000,دوام كامل,1,20202026343157,0,F
موظف استقبال فندق,05/06/1444,فندق صفوة الغفران الفندقية,خاص,متوسطة فئة ب,Unknown,"['Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,MAKKAH,4000,دوام كامل,3,20202026375557,0,M
أخصائي علاج طبيعي,05/06/1444,مركز رضوى للحجامة,خاص,صغيرة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,,المدينة المنورة,YANBU AL ,5000,دوام كامل,3,20202026375503,0,both
أخصائي علاج طبيعي,05/06/1444,مركز سكاكا الجوف للحجامة,خاص,صغيرة فئة أ,مراكز الطب البديل والتكميلي,,الجوف,SAKAKA,5000,دوام كامل,2,20202026375465,0,both
محامي,05/06/1444,شركة فربيون للمحاماة والاستشارات القانونية,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,,المدينة المنورة,MADINA,4000,دوام كامل,1,20202026374971,0,F
كاتب اتصال,05/06/1444,شركة اساس الخيرات الزراعية,خاص,صغيرة فئة ب,البيع بالجملة للفواكة والثمار الزيتية,,الرياض,RIYADH,4000,دوام كامل,2,20202026374956,0,both
مندوب مبيعات,05/06/1444,شركة المحترفون لتنميه الموارد البشريه معهد,خاص,صغيرة فئة ب,معاهد التدريب العالي,"['Language data', 'الانجليزي', 'مبتدئ', 'Professional certificate \\ License data', 'الحاسب الالي', 'ضروري']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026374948,0,F
مشرف صيانة,05/06/1444,مؤسسة عواطف عبدالله حسين قطان للمقاولات العامة,خاص,صغيرة فئة أ,أنشطة خدمات صيانة المباني,,مكة المكرمة,TAIF,4000,دوام كامل,1,20202026374934,0,M
بائع,05/06/1444,متجر مشاعر سعودي للاتصالات و تقنية المعلومات,خاص,صغيرة فئة أ,تسجيل علامات تجارية,"['Skill data', 'استخدام الحاسب', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,MAKKAH,4000,دوام كامل,1,20202026374877,0,M
موظف استقبال,05/06/1444,مؤسسة فايا لخدمات الاعاشة,خاص,صغيرة فئة ب,أنشطة المتعهدين الذين يقدمون خدمات الطعام,"['Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,KHUBAR,4200,دوام كامل,1,20202026374077,0,F
سائق سيارة,04/06/1444,جمعية حماية الاسرة الخيرية,خاص,صغيرة فئة ب,مؤسسات الرفاه الاجتماعي (تحديد وتوزيع المساعدات الاجتماعية، الرعاية النهارية لذوي الاحتياجات الخاصة تبني الأطفال، الاستشارات للأسر والأفراد),"['Professional certificate \\ License data', 'رخصة قيادة سارية المفعول ', 'ضروري']",الرياض,RIYADH,4000,دوام كامل,1,20202026373950,2,F
مدير إداري,04/06/1444,مطعم منيره عبدالعزيز البراهيم البسام لتقديم الوجبات,خاص,صغيرة فئة ب,محلات تقديم المشروبات ( الكوفي شوب ),"['Skill data', 'التسويق', 'متوسط', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'دورة اتقان برنامج الميكروسوفت', 'ضروري']",القصيم,UNAYZAH,4000,دوام كامل,1,20202026373948,0,M
مدير مطعم,Unknown,مطعم طبيعي للوجبات السريعة,خاص,صغيرة فئة ب,المطاعم مع الخدمة,,المنطقة الشرقية,DAMMAM,4000,دوام كامل,1,20202026390576,0,M
مندوب مبيعات,Unknown,مؤسسة درجة تجمد التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للأجهزة الالكترونية والكهربائية المنزلية,,المنطقة الشرقية,HUFUF,4000,دوام كامل,1,20202026390502,2,F
نادل,Unknown,مؤسسة هوى لبنان لتقديم الوجبات,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Skill data', 'اللباقة', 'محترف', 'مهارة البيع با احتراف ', 'محترف', 'استقبال العملاء والترحيب بهم ', 'محترف', 'Language data', 'العربية ', 'محترف', 'الانجليزي', 'محترف']",المدينة المنورة,YANBU,4000,دوام كامل,3,20202026389861,0,F
موظف استقبال فندق,Unknown,فندق ظاظا الفندقية,خاص,صغيرة فئة أ,Unknown,,مكة المكرمة,ABU MARAG,4082,دوام كامل,1,20202026379628,0,M
موظف استقبال,Unknown,ورشة عبدالعزيز حسين آل ناجي لصيانة السيارات,خاص,صغيرة فئة ب,إصلاح محاور وفرامل السيارات,,عسير,KHAMIS MU,4000,دوام كامل,1,20202026378982,0,M
بائع,Unknown,مؤسسة شذرات للسراميك,خاص,صغيرة فئة ب,البيع بالتجزئة للرخام والحجر الطبيعي والاصطناعي والسيراميك والبورسلان,,المنطقة الشرقية,DAMMAM,4000,دوام كامل,2,20202026378973,0,both
بائع,Unknown,مؤسسة مأكولات الشيف لخدمات الاعاشة,خاص,صغيرة فئة أ,البيع بالتجزئة لمنتجات المخابز والحلويات السكرية,"['Skill data', 'اللباقه وحسن التصرف', 'محترف', 'Language data', 'عربي', 'محترف']",مكة المكرمة,MAKKAH,6000,عمل عن بعد,1,20202026378972,2,F
مدير مكتب,Unknown,شركة مجموعة مبتكرون المتحدة للتطوير والاستثمار العقاري,خاص,صغيرة فئة أ,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),,الرياض,RIYADH,6000,دوام كامل,1,20202026378327,2,both
سكرتير تنفيذي,Unknown,مؤسسة وهيب محمد راشد الوافي مقاولات عامه,خاص,صغيرة فئة ب,ترميمات المباني السكنية والغير سكنية,"['Skill data', 'ميداني', 'محترف', 'Language data', 'انجليزي و عربي', 'محترف', 'Professional certificate \\ License data', 'مساحه', 'مفيد']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026378208,4,F
فني عمليات تقنية معلومات,Unknown,مركز التوحد الأول بجدة,خاص,متوسطة فئة أ,الجمعيات التعاونية,"['Language data', 'اللغة الانجليزية', 'محترف']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026377746,2,F
أخصائي تسويق,Unknown,شركة رفا الطبية (شركة شخص واحد),خاص,صغيرة فئة ب,Unknown,"['Skill data', 'خبرة سابقة في التسويق الطبي', 'متوسط', 'اجتياز المقابلة الشخصية', 'متوسط', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'دورات تسويق الكتروني', 'مفيد', 'دورات تسويق ميداني', 'مفيد']",الرياض,RIYADH,5500,دوام كامل,1,20202026377722,2,F
سكرتير تنفيذي,Unknown,بوفية الوجبة الصحية واحد لتقديم الوجبات,خاص,صغيرة فئة ب,محلات تقديم المشروبات ( الكوفي شوب ),,المنطقة الشرقية,MUBARR,6000,دوام كامل,1,20202026377612,0,M
مدير مالي,Unknown,مطبخ ثمرات البركة لتقديم الوجبات,خاص,صغيرة فئة أ,مطابخ إعداد الولائم للحفلات,,مكة المكرمة,'UFAYR,4000,عمل عن بعد,1,20202026377559,0,both
كاتب موارد بشرية,Unknown,الفلاح الراقي للوحدات السكنية المفروشة لصاحبتها شاخه فيحان,خاص,صغيرة فئة ب,Unknown,,مكة المكرمة,MAKKAH,3200,دوام كامل,1,20202026377493,0,both
موظف استقبال,Unknown,ورشة عبدالعزيز بن حسين بن أحمد آل ناجي لصيانة السيارات,خاص,صغيرة فئة ب,تلميع السيارات (البوليش),,عسير,KHAMIS MU,4000,دوام كامل,1,20202026377206,0,M
مدير مقهى,Unknown,مؤسسة اسياف لتقديم المشروبات,خاص,صغيرة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,"['Skill data', 'الرسم على القهوة', 'محترف', 'Language data', 'الإنجليزية', 'متوسط']",مكة المكرمة,HALQAH,4000,دوام كامل,1,20202026376997,2,both
منسق زهور,Unknown,محل الف روز للزهور,خاص,صغيرة فئة أ,البيع بالتجزئة للزهور والورود,,المدينة المنورة,ABA AL BA,3200,دوام كامل,1,20202026376865,0,both
مساح كميات,Unknown,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,إنشاء محطات ومشاريع الصرف الصحي وشبكات المجاري والمضخات,"['Professional certificate \\ License data', 'شهادة في الهندسة المدنية تخصص مساحة', 'ضروري']",المدينة المنورة,YANBU AS ,7000,دوام كامل,1,20202026376685,4,M
فني هندسة مدنية,Unknown,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,إنشاء محطات ومشاريع الصرف الصحي وشبكات المجاري والمضخات,"['Language data', 'الانجليزية', 'محترف']",المدينة المنورة,YANBU AS ,5700,دوام كامل,1,20202026376668,4,M
مصمم جرافيك,Unknown,مكتب ابراج الوطن للاستشارات الهندسية,خاص,صغيرة فئة أ,إدارة المشاريع الانشائية,"['Language data', 'اللغة الانجليزية', 'متوسط']",الرياض,RIYADH,6000,دوام كامل,1,20202026376645,4,F
أخصائي مبيعات,Unknown,شركة أوقية المحدودة,خاص,صغيرة فئة ب,المطاعم مع الخدمة,,الرياض,RIYADH,4000,دوام كامل,4,20202026376639,0,both
مهندس مدني,Unknown,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,إنشاء محطات ومشاريع الصرف الصحي وشبكات المجاري والمضخات,"['Language data', 'اللغة الانجليزية ', 'متوسط', 'Professional certificate \\ License data', 'شهادة في الهندسة المدنية ', 'ضروري']",المدينة المنورة,YANBU AS ,7000,دوام كامل,1,20202026376631,4,M
أمين صندوق,Unknown,مطاعم وفرة الغذاء لتقديم الوجبات,خاص,صغيرة فئة أ,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'مهاراة البيع ', 'مبتدئ', 'Language data', 'الانجليزية ', 'مبتدئ', 'Professional certificate \\ License data', 'رخصة تدريب أركان ( وزارة الشؤون البلدية والقروية)', 'ضروري']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026376484,0,F
أخصائي أمراض نطق وسمع,Unknown,مركز نفس الطبي,خاص,صغيرة فئة أ,مراكز العلاج والتأهيل النفسي,"['Language data', 'العربية', 'محترف', 'الإنجليزية', 'متوسط', 'Professional certificate \\ License data', 'دورة النطق والتخاطب - 70 ساعة', 'ضروري']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026376399,0,both
مدير أشغال ومرافق عامة,Unknown,شركة صقور العرب للمقاولات العامة,خاص,صغيرة فئة ب,قصور وصالات الافراح والمناسبات مع الاقامة,,الرياض,RIYADH,5700,دوام كامل,3,20202026376035,0,M
موظف استقبال,Unknown,معهد الجودة بلس للتدريب,خاص,صغيرة فئة أ,Unknown,"['Skill data', 'مهارات التسويق - ', 'متوسط', 'مهارات الاتصال ', 'متوسط', 'مهارات الإدارة', 'متوسط', 'مهارات فن التعامل مع العملاء ', 'متوسط', 'مهارات الحاسوب ', 'مبتدئ', 'Language data', 'العربية ', 'محترف', 'الانجليزية ', 'مبتدئ', 'Professional certificate \\ License data', 'بكالوريوس  ', 'مفيد']",مكة المكرمة,JEDDAH,4000,دوام كامل,3,20202026375986,0,both
محاسب,Unknown,شركة لحظات القهوة للتجارة,خاص,صغيرة فئة ب,البيع بالجملة للأغذية والمشروبات,,الرياض,RIYADH,6000,دوام كامل,1,20202026375968,2,M
أخصائي خدمة عملاء,Unknown,شركة لحظات القهوة للتجارة,خاص,صغيرة فئة ب,البيع بالجملة للأغذية والمشروبات,,الرياض,RIYADH,5500,دوام كامل,1,20202026375963,2,F
موظف استقبال فندق,Unknown,شركة واحة المسك للتشغيل والصيانة,خاص,صغيرة فئة ب,إدارة مرافق الإيواء السياحي,,مكة المكرمة,MAKKAH,4000,دوام كامل,4,20202026375932,0,both
مدير مطعم,Unknown,شركة أرجاء الشمالية التجارية,خاص,صغيرة فئة ب,المطاعم مع الخدمة,,المنطقة الشرقية,KHUBAR,4000,دوام كامل,1,20202026375917,0,M
بائع,Unknown,أسواق المسارات الرائعة للتجارة,خاص,صغيرة فئة ب,Unknown,,عسير,MUHAYIL,3000,دوام كامل,2,20202026374445,0,both
رئيس تنفيذي,Unknown,شركة أركان البيوت العقارية,خاص,صغيرة فئة ب,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,,مكة المكرمة,JEDDAH,6000,دوام كامل,2,20202026373876,2,both
نادل,Unknown,شركة التجارب العصريه التجارية,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Language data', 'انجليزي', 'محترف']",الرياض,RIYADH,5000,دوام كامل,2,20202026373677,0,M
عامل كاونتر مأكولات ومشروبات,Unknown,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),,الرياض,RIYADH,4000,دوام كامل,5,20202026373486,0,both
مندوب مشتريات,Unknown,شركة بشار محمد قطامش للمقاولات شركة الشخص الواحد,خاص,متوسطة فئة أ,ترميمات المباني السكنية والغير سكنية,"['Language data', 'الانجليزية', 'متوسط']",الرياض,RIYADH,4000,دوام كامل,1,20202026373225,0,both
موظف صندوق محاسبة,Unknown,مؤسسة جابر بن محمد بن حسين الرويلي للتجارة,خاص,متوسطة فئة أ,البيع بالتجزئة للفواكه والخضروات الطازجة والمحفوظة,,المنطقة الشرقية,HAFAR AL ,4000,دوام كامل,3,20202026373205,2,F
محاسب,09/06/1444,شركة تحكم العالمية التجارية,خاص,صغيرة فئة ب,تقديم خدمات الاستشارات الإدارية العليا,"['Skill data', 'MS Office', 'محترف', 'Language data', 'الانجليزية', 'محترف']",المنطقة الشرقية,KHUBAR,7000,دوام كامل,1,20202026391602,4,F
محاسب,09/06/1444,مؤسسة ساري الليل للمقاولات العامة,خاص,صغيرة فئة ب,ترميمات المباني السكنية والغير سكنية,,المنطقة الشرقية,HAFAR AL ,4000,دوام كامل,1,20202026391571,0,F
أخصائي تسويق,09/06/1444,شركة مجمع ريادة الظهران الطبي,خاص,صغيرة فئة ب,المجمعات الطبية العامة,,المنطقة الشرقية,DHAHRAN,4000,دوام كامل,1,20202026391179,0,both
بائع,09/06/1444,شركة نجمة الماضي للتجارة,خاص,صغيرة فئة ب,البيع بالجملة للحواسيب ومستلزماتها ، يشمل (بيع الطابعات وأحبارها),"['Skill data', 'سرعة البديهه والصبر ', 'متوسط', 'الاخلاق وحسن التعامل ', 'محترف', 'Language data', 'انجليزي ', 'متوسط', 'Professional certificate \\ License data', 'فني حاسب الي ', 'مفيد']",مكة المكرمة,JEDDAH,4000,دوام كامل,2,20202026390882,0,M
فني صيانة مباني,09/06/1444,مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,خاص,صغيرة فئة ب,"صناعة الحلويات السكرية ، يشمل ( الملبس و الكراميل والتوفي والنوغا "" راحة الحلقوم"" )","['Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,DAMMAM,4000,دوام كامل,2,20202026390785,2,M
منسق منتجات,09/06/1444,صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,خاص,صغيرة فئة ب,Unknown,,مكة المكرمة,JEDDAH,4000,دوام كامل,2,20202026390782,0,F
صيدلي,09/06/1444,صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'التواصل', 'متوسط', 'الاتصال', 'متوسط', 'Language data', 'الإنجليزي', 'متوسط', 'Professional certificate \\ License data', 'التصنيف المهني', 'ضروري']",مكة المكرمة,JEDDAH,7500,دوام كامل,2,20202026390776,0,F
محاسب,09/06/1444,مؤسسة جدير الإعمار العقارية,خاص,صغيرة فئة أ,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),"['Skill data', 'ضريبة القيمة المضافة', 'محترف', 'اعداد القوائم المالية', 'محترف', 'قراءة التقارير المالية', 'محترف', 'عمل ميزانية وقرائة الميزانية', 'متوسط', 'Language data', 'العربية', 'محترف', 'الانجليزية ', 'متوسط', 'Professional certificate \\ License data', 'SOCPA', 'ضروري']",المنطقة الشرقية,DAMMAM,6000,دوام كامل,1,20202026390699,2,F
بائع ملابس جاهزة,09/06/1444,مؤسسة مها عياده يوسف الحربي للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة للملابس الجاهزة النسائية,,المدينة المنورة,MADINA,3200,دوام كامل,1,20202026390682,2,F
فني ميكانيكي تمديدات صحية وتدفئة وغاز,08/06/1444,شركة نبض الرياض المحدودة شركة شخص واحد,خاص,متوسطة فئة ب,التنظيف العام للمباني,,الرياض,ABA ASLAB,4000,دوام كامل,1,20202026390594,0,both
فني كهربائي تمديدات كهربائية,08/06/1444,شركة نبض الرياض المحدودة شركة شخص واحد,خاص,متوسطة فئة ب,التنظيف العام للمباني,"['Skill data', 'فني كهربائي', 'مبتدئ', 'Language data', 'العربية', 'مبتدئ', 'Professional certificate \\ License data', 'فني كهرباء', 'ضروري']",الرياض,ABA ASLAB,4000,دوام كامل,2,20202026390592,0,both
بائع,08/06/1444,شركة وكالات العربية السعودية سارا,خاص,متوسطة فئة ج,بيع وتركيب معدات الفنادق والمطاعم والمطابخ والمغاسل الاتوماتيكية بالتجزئة,"['Skill data', 'مهارات في التواصل الشفهي والتواصل مع الأفراد', 'محترف', 'التزام وتفاني لخدمة العملاء.', 'محترف', 'العمل تحت الضغط والتعامل مع المواقف الصعبة', 'محترف', 'الثقة، والقيادة، والحماس.', 'محترف', 'Language data', 'الانجليزية ', 'متوسط']",الرياض,RIYADH,6000,دوام كامل,5,20202026390580,2,both
مدير تسويق,08/06/1444,شركة المزايا الحديثة للخدمات اللوجستية شركة شخص واحد,خاص,صغيرة فئة ب,نقل السلع المبردة والمجمدة,"['Skill data', 'التسويق و التشغيل', 'محترف', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'مبتدئ', 'Professional certificate \\ License data', 'التسويق', 'ضروري', 'التشغيل', 'ضروري']",الرياض,RIYADH,5000,دوام كامل,1,20202026390551,2,both
فني تغذية,08/06/1444,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,عملاقة,خدمات جمع النفايات البلدية,,المدينة المنورة,MADINA,5271,دوام كامل,1,20202026390365,0,F
مندوب مشتريات,08/06/1444,شركة الركن التنفيذي التجارية شركة شخص واحد,خاص,صغيرة فئة ب,البيع بالجملة لقطع الغيار الخاصة بأجهزة التكييف والتبريد,"['Skill data', 'استخدام الحاسب الالي ', 'متوسط', 'Language data', 'الانجليزية ', 'متوسط']",الرياض,RIYADH,5000,دوام كامل,1,20202026390191,2,F
مندوب مبيعات,08/06/1444,شركة مملكة الاسنان للتجارة شركة شخص واحد,خاص,صغيرة فئة ب,البيع بالتجزئة للأجهزة والمعدات والمستلزمات الطبية,"['Skill data', 'مهارات التواصل', 'محترف', 'مهارات التفاوض', 'محترف', 'مهارات البيع', 'محترف', 'مهارات التعاون والعمل الجماعي', 'محترف', ' تحليل البيانات ', 'محترف', 'Language data', 'الانجليزية', 'محترف']",الرياض,RIYADH,5500,دوام كامل,1,20202026390168,2,both
عامل تصنيع,08/06/1444,شركة الورق الوطنيه المحدوده,خاص,عملاقة,مصنوعات معدنية عادية غير حديدية ، يشمل ( (أسلاك ، مواسير ، أنابيب ، مساحيق ، أوراق ، صفائح ...الخ ),"['Skill data', 'التواصل', 'محترف', 'Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH,4500,دوام كامل,5,20202026390163,2,M
سائق رافعة شوكية,08/06/1444,شركة الورق الوطنيه المحدوده,خاص,عملاقة,مصنوعات معدنية عادية غير حديدية ، يشمل ( (أسلاك ، مواسير ، أنابيب ، مساحيق ، أوراق ، صفائح ...الخ ),"['Skill data', 'قيادة الرافعة الشوكية ', 'محترف', 'Language data', 'الانجليزية ', 'مبتدئ']",مكة المكرمة,JEDDAH,5000,دوام كامل,6,20202026390151,2,M
موظف صندوق محاسبة,08/06/1444,مؤسسة فيصل مصلح الصواط التجارية,خاص,صغيرة فئة ب,البيع بالجملة للأغذية والمشروبات,,مكة المكرمة,HALQAH,4000,دوام كامل,1,20202026390136,0,M
أخصائي بصريات,08/06/1444,شركة الدكتور حامد سليمان الاحمدي وشركاه المحدوده,خاص,كبيرة,Unknown,"['Skill data', 'العمل ضمن فريق', 'محترف', 'مواجهة الجمهور', 'محترف', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'شهادة التصنيف المهني', 'ضروري']",المدينة المنورة,MADINA,4667,دوام كامل,5,20202026390106,0,both
معلم مرحلة متوسطة حاسب آلي,08/06/1444,شركة انجال المستقبل التعليميه,خاص,صغيرة فئة ب,التعليم الابتدائي,,القصيم,BUKAYR,3200,دوام كامل,1,20202026389973,0,M
مصمم جرافيك,07/06/1444,النادي الاهلي السعودي,خاص,متوسطة فئة ب,الأندية الرياضية,"['Skill data', ' Adobe Photoshop', 'محترف', 'Language data', 'العربية', 'محترف', 'الإنجليزية', 'مبتدئ']",مكة المكرمة,JEDDAH,5500,عمل عن بعد,1,20202026378169,2,both
بائع,07/06/1444,مؤسسة شذرات للسيراميك والرخام,خاص,صغيرة فئة ب,البيع بالتجزئة للرخام والحجر الطبيعي والاصطناعي والسيراميك والبورسلان,"['Skill data', 'لقاء الجمهور', 'مبتدئ']",المنطقة الشرقية,DAMMAM,4000,دوام كامل,2,20202026378052,0,both
محصل,03/06/1444,مصنع احمد محمد الابرص للصناعة,خاص,متوسطة فئة أ,صناعة الأثاث لكافة الأغراض من البلاستيك واللدائن,"['Skill data', 'المحاسبة', 'مبتدئ', 'Language data', 'العربية', 'مبتدئ', 'Professional certificate \\ License data', 'ان وجد', 'مفيد']",مكة المكرمة,JEDDAH,4000,عمل عن بعد,1,20202026369380,0,both
مدير تطوير موارد بشرية,03/06/1444,شركة الخلية المتحدة لمكافحة الحشرات,خاص,متوسطة فئة ب,أنشطة التطهير والتبخير لإبادة الحشرات والقوارض,"['Skill data', 'اتقان الموارد البشرية اتقان مقيم قوى وزارة العمل ', 'محترف', 'Language data', 'عربي انقليزي', 'محترف']",المنطقة الشرقية,DAMMAM,5000,دوام كامل,1,20202026369183,2,F
مراقب متجر,03/06/1444,صالون براءة جودي للحلاقة,خاص,صغيرة فئة ب,الصالونات الرجالية,,القصيم,RASS,4000,عمل عن بعد,1,20202026369145,0,F
كاتب علاقات حكومية,03/06/1444,شركة أنجال العروبة المحدودة,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,,مكة المكرمة,JEDDAH,4500,دوام كامل,1,20202026369114,2,M
أخصائي خدمة عملاء,03/06/1444,شركة الخلية المتحدة لمكافحة الحشرات,خاص,متوسطة فئة ب,أنشطة التطهير والتبخير لإبادة الحشرات والقوارض,"['Skill data', 'اتقان الحاسب الالي والبرامج اكس ال و الورد', 'محترف', 'Language data', 'عربي انقليزي', 'محترف']",المنطقة الشرقية,DAMMAM,5000,دوام كامل,1,20202026369112,2,F
بائع,03/06/1444,مؤسسة محمد الشعيبي للتجارة,خاص,صغيرة فئة أ,البيع بالجملة والتجزئة لاجزاء وتوابع المركبات لم ترد فيما سبق,"['Skill data', 'الحوار و العرض', 'محترف', 'Language data', 'عربي', 'محترف', 'Professional certificate \\ License data', 'خبره', 'مفيد']",المنطقة الشرقية,DAMMAM,4500,دوام كامل,1,20202026368956,0,M
مدخل بيانات,02/06/1444,مؤسسة عمر بن علي بن ظافر القحطاني للخردة والسكراب,خاص,صغيرة فئة أ,البيع بالتجزئة لسكراب مواد البناء (يشمل تجارة الحديد الخردة),,عسير,AHAD RIFA,5500,دوام كامل,1,20202026368928,0,F
سكرتير,02/06/1444,مؤسسة فول كروم للمقاولات العامة,خاص,صغيرة فئة أ,أنشطة خدمات صيانة المباني,"['Skill data', 'استخدام الحاسب الالي', 'متوسط', 'الالمام في برامج الوورد والاكسل', 'محترف', 'Language data', 'الانجليزية', 'متوسط', 'العربية', 'محترف', 'Professional certificate \\ License data', 'الثانوية ', 'ضروري']",المنطقة الشرقية,JUBAIL,4300,دوام كامل,1,20202026368905,2,F
نجّار,02/06/1444,مؤسسة جيل طيبة للمقاولات,خاص,صغيرة فئة ب,أنشطة خدمات صيانة المباني,,المدينة المنورة,MADINA,4000,دوام كامل,1,20202026368869,2,M
محاسب,02/06/1444,شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,"['Skill data', 'استخدام الحاسب الالي', 'محترف', 'المعرفة والالمام بالبرامج المحاسبية', 'محترف', 'Language data', 'العربي', 'محترف', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'بكالوريس', 'ضروري']",مكة المكرمة,JEDDAH,7000,دوام كامل,1,20202026368832,2,both
بائع,02/06/1444,مؤسسة تحدي السباق للمعدات الرياضية,خاص,صغيرة فئة ب,البيع بالتجزئة للقوارب والدراجات الهوائية وغيرها,"['Skill data', 'اجادة التحدث بطلاقة ', 'محترف', 'Language data', 'عربي ', 'محترف']",مكة المكرمة,JEDDAH,4500,دوام كامل,1,20202026368642,2,M
مساعد إداري,02/06/1444,محل مفلح علي سعيد القحطاني لتأجير لوازم المناسبات,خاص,صغيرة فئة ب,البيع بالجملة للنباتات الخارجية,,عسير,KHAMIS MU,4000,دوام كامل,2,20202026368550,0,F
بائع,02/06/1444,شركة على الكيف للتجارة,خاص,صغيرة فئة ب,البيع بالجملة للأغذية والمشروبات,,الرياض,RIYADH,4000,دوام كامل,1,20202026368356,0,both
محصل,02/06/1444,شركة حصيف للمحاماة والاستشارات القانونية شركة شخص واحد,خاص,صغيرة فئة ب,إدارة المال وحفظه للمركبات,"['Skill data', 'ادقان الاكسل ', 'متوسط', 'Professional certificate \\ License data', 'ثانوي واعلى ', 'ضروري']",الرياض,RIYADH,4000,دوام كامل,4,20202026368183,0,F
سباك,02/06/1444,شركة عبدالله محمد اليوسف للمقاولات,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,,المنطقة الشرقية,KHUBAR,4000,دوام كامل,1,20202026368171,0,M
بناء,02/06/1444,شركة عبدالله محمد اليوسف للمقاولات,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,,المنطقة الشرقية,KHUBAR,4000,دوام كامل,1,20202026368158,0,M
دهّان,02/06/1444,شركة عبدالله محمد اليوسف للمقاولات,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,,المنطقة الشرقية,KHUBAR,4000,دوام كامل,1,20202026368151,0,M
حارس أمن,02/06/1444,شركة شبلا للحراسات الامنية شركة شخص واحد,خاص,كبيرة,الحراسة الأمنية المدنية الخاصة,,جازان,JIZAN,3640,دوام كامل,5,20202026356875,0,M
